total_errors,generated_rate,uncorrectables,fails_bit
3177256.0,5.99731e-12,131686,1.95961e-05
3179688.0,5.99828e-12,131815,1.96153e-05
3180904.0,6.00568e-12,131211,1.95254e-05
3180938.0,6.00654e-12,131037,1.94996e-05
3179186.0,5.99954e-12,130857,1.94728e-05
3178713.0,5.99893e-12,131062,1.95033e-05
3182724.0,6.00820e-12,131162,1.95182e-05
3180653.0,6.00295e-12,131183,1.95213e-05
3179556.0,6.00096e-12,131389,1.95519e-05
3177539.0,5.99793e-12,131242,1.95301e-05
3177326.0,5.99815e-12,130871,1.94749e-05
3175902.0,5.99443e-12,130859,1.94731e-05
3178607.0,6.00169e-12,131021,1.94972e-05
3176430.0,5.99651e-12,131019,1.94969e-05
3184237.0,6.00903e-12,132049,1.96501e-05
3178424.0,6.00110e-12,130878,1.94759e-05
3179215.0,6.00182e-12,131611,1.95850e-05
